CustomerID,Recency,Frequency,Monetary,churn_risk,segment,top_reason,action_code
13307,119,3,273.34,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13308,22,4,1670.3700000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13309,6,6,1706.3700000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13310,27,5,1541.2,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13311,3,2,598.57,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13312,450,1,124.75,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13313,21,12,3445.32,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13314,1,3,775.94,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13315,688,1,310.26000000000005,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13316,36,10,12940.82,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13317,65,19,6486.091,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13318,0,3,640.76,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13319,4,58,21323.22,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13320,77,6,2211.6,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13321,71,2,567.36,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13322,16,1,199.48000000000002,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13323,2,5,787.85,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13324,35,18,10513.47,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13325,81,1,675.3,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13326,431,1,281.76,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13327,38,20,9134.48,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13328,315,1,1308.48,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13329,31,8,4808.7699999999995,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13330,92,6,2796.1,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13331,401,1,262.4,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13332,13,1,350.90000000000003,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13333,410,3,1015.74,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13334,81,5,6201.8,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13336,76,1,795.12,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13337,545,1,1575.26,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13338,157,4,2445.62,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13339,200,1,860.12,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13340,44,12,22100.56,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13341,260,1,775.85,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13343,177,1,353.43,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13344,67,3,2511.69,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13345,287,1,389.5,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13346,462,6,299.4,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13347,69,1,341.36,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13348,63,1,233.76000000000002,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13349,10,1,247.32,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13350,15,2,979.12,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13351,65,1,373.94,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13352,59,1,397.98,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13354,70,1,743.53,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13355,121,1,674.7,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13356,79,1,768.24,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13357,256,5,3805.51,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13358,268,1,439.03000000000003,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13359,63,2,1043.31,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13360,431,4,1553.65,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13361,471,2,1450.5,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13362,8,7,5394.07,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13363,17,3,1723.8600000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13364,70,1,134.96,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13365,33,2,2225.37,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13366,49,1,56.16,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13367,431,1,510.2,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13368,256,4,1121.5,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13369,365,1,308.28000000000003,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13370,371,1,754.87,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13371,504,2,2297.66,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13372,89,1,378.64,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13373,60,6,7587.1900000000005,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13374,414,2,422.8,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13375,88,2,1792.23,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13376,98,3,1019.76,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13377,396,2,1552.88,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13379,25,3,572.56,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13380,432,1,62.4,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13381,31,12,8224.37,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13382,280,5,1387.58,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13383,543,1,305.28000000000003,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13384,30,11,6680.83,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13385,329,1,534.57,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13386,413,2,835.46,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13387,416,1,186.94,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13388,130,3,1185.65,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13389,10,3,797.96,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13390,74,1,544.08,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13391,203,1,59.8,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13392,676,1,91.14,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13393,583,4,1131.45,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13394,1,19,6621.7,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13395,184,3,1180.23,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13396,28,2,1360.99,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13397,72,10,3191.87,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13398,191,2,670.34,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13399,463,3,275.4,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13400,582,1,310.83,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13402,126,4,1226.8500000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13403,17,3,229.5,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13404,0,2,252.49,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13405,73,6,1213.811,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13406,426,2,568.92,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13407,578,3,2244.7,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13408,1,106,50174.782,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13410,23,9,2201.96,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13411,106,1,213.55,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13412,619,1,487.35,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13413,639,6,429.44,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13414,133,6,2494.14,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13415,472,4,784.17,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13416,43,3,940.8000000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13417,4,6,1669.49,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13418,11,31,11559.66,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13419,63,1,221.06,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13420,149,2,159.85,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13421,39,8,4058.75,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13422,63,1,2626.3,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13423,428,1,217.03,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13424,449,1,572.77,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13425,107,5,3390.4300000000003,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13426,0,22,8167.38,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13427,18,6,1006.53,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13428,9,3,478.54,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13429,10,4,1006.8,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13430,18,2,679.45,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13431,66,8,3316.2400000000002,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13432,570,2,439.1,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13433,500,4,658.32,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13434,73,5,1666.8600000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13435,4,9,4447.33,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13436,1,1,196.89,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13437,13,7,3408.06,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13438,546,1,46.5,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13439,254,3,986.61,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13440,422,7,1295.25,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13441,91,2,720.9,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13442,666,3,419.87,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13443,448,6,1273.16,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13444,373,2,619.08,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13445,625,1,241.89999999999998,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13446,429,11,3881.89,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13447,22,3,1129.14,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13448,16,13,8745.93,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13449,23,1,291.88,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13450,26,13,4120.04,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13451,25,11,7090.06,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13452,258,3,729.8,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13453,165,3,781.69,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13454,640,1,219.87,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13455,24,6,2212.9900000000002,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13456,17,6,1766.72,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13457,688,2,148.22,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13458,6,16,11959.27,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13459,624,2,1160.41,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13460,28,2,183.44,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13461,38,6,4160.0,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13462,252,5,1153.8500000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13464,57,6,3097.64,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13465,445,2,931.12,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13466,183,5,1013.35,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13467,10,2,1071.91,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13468,1,72,12793.28,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13469,652,1,82.4,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13470,98,2,165.0,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13471,0,4,2501.84,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13472,463,2,592.24,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13473,60,8,2657.76,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13474,235,3,646.59,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13475,190,4,1431.78,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13476,178,5,2061.4700000000003,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13477,37,11,2819.17,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13478,468,5,2215.78,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13479,200,4,851.37,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13480,416,2,627.82,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13481,45,11,3830.84,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13482,231,2,336.09,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13483,65,1,140.34,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13484,240,3,790.72,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13485,232,11,3019.2200000000003,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13486,77,3,1122.41,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13487,57,5,846.87,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13488,16,23,14205.960000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13489,104,4,449.52,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13490,653,1,154.25,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13491,51,27,4467.66,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13492,135,3,1269.84,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13493,274,2,618.63,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13494,311,1,316.26000000000005,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13495,7,10,4863.31,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13496,10,2,653.33,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13497,282,6,1166.8300000000002,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13498,729,1,327.38,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13499,17,5,1159.1100000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13500,22,4,1466.3,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13501,287,3,2885.11,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13502,16,5,780.5,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13503,70,6,1859.24,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13504,63,1,295.93,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13505,72,4,4393.63,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13506,315,5,1338.08,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13507,2,4,2479.16,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13508,243,2,287.05,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13509,8,8,1114.72,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13510,0,11,4558.29,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13511,676,1,282.76,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13512,260,4,713.39,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13513,126,3,824.59,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13514,73,4,815.9000000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13515,72,6,1265.82,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13516,20,4,1685.26,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13517,59,3,2128.42,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13518,85,1,627.16,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13519,77,2,343.21,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13520,58,11,6606.0,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13521,0,3,1071.73,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13522,29,1,125.80000000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13523,32,6,4534.57,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13524,40,5,680.1800000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13525,14,2,628.78,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13526,737,2,1182.0,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13527,33,12,4541.29,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13529,78,2,307.76,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13530,633,1,402.98,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13531,204,6,1433.07,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13532,33,1,210.31,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13533,182,3,269.09,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13534,1,35,7720.900000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13535,402,1,89.5,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13536,0,7,3444.39,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13537,425,2,717.85,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13538,42,12,3103.13,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13539,85,7,1569.36,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13540,466,3,632.39,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13541,426,2,785.25,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13542,376,17,3959.4900000000002,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13543,633,2,1439.61,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13544,39,6,790.2,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13545,390,2,364.93,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13546,11,5,1086.24,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13547,407,1,167.08,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13548,95,3,901.44,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13549,25,8,1005.8000000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13550,382,1,342.55,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13551,318,2,244.2,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13552,65,22,6948.92,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13553,674,1,499.6,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13554,379,7,1629.35,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13555,73,13,8891.84,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13556,428,2,200.82,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13557,27,13,3032.26,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13558,5,4,594.52,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13559,512,2,990.0,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13560,6,1,171.42000000000002,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13561,215,11,1803.4,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13562,81,8,4838.18,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13563,83,2,777.53,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13564,143,37,16498.97,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13565,18,3,414.8,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13566,40,5,1688.6,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13567,427,4,1079.29,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13568,172,1,187.05,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13569,16,4,726.54,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13570,242,1,239.49,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13571,12,26,4537.26,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13572,205,1,1384.25,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13573,49,6,904.52,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13574,410,1,404.45,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13575,22,5,732.07,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13576,9,28,11202.59,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13577,24,11,3489.28,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13578,408,1,147.66,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13579,14,5,1374.3400000000001,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13580,405,1,107.75,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13581,308,2,280.53000000000003,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13582,389,2,241.68,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13583,155,2,1445.031,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13584,306,3,385.7,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13585,530,3,684.54,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13586,540,1,127.28,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13587,63,4,1673.5,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13588,15,9,2478.95,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13589,14,6,1120.74,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13590,10,18,6336.04,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13591,64,7,2093.94,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13592,35,4,247.95999999999998,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13593,107,14,5493.29,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13594,52,2,533.32,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13595,516,3,784.48,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13596,5,2,664.11,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13597,399,2,396.71,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13598,46,5,761.96,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13599,0,33,9811.04,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13600,311,2,518.42,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13601,44,4,1159.99,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13602,64,4,1025.17,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13603,25,1,164.34,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13604,658,1,717.62,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13605,386,2,522.67,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13606,28,3,276.75,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13607,39,2,1075.81,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13608,540,1,232.05,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13609,592,1,167.35,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13610,11,14,2103.71,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13611,88,10,3297.9300000000003,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13612,632,1,818.29,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13613,452,5,1039.8500000000001,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13614,23,6,2332.74,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13615,318,8,6272.53,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13616,567,2,283.85,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13617,39,8,1278.75,0.000341448,Low Risk,Recency,LOYALTY ENGAGEMENT
13618,173,1,177.34,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13619,544,2,224.94,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13620,527,1,112.34,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
13621,116,1,213.85,0.9996691,High Risk,Recency,URGENT CALL + DISCOUNT OFFER
